Name,Line,Sentiment,Irony,Hate
RUSTY (V.O.),"Once the electricity goes, all
                   entry points to the vault and its
                   elevator will automatically lock
                   down for two minutes. That's when
                   we make our move...

      Two guards wheel in a cash cart and leave it in the
      vault's center and march out again, closing the thick
      metal door behind them. When the vault LOCKS CLICK...

      ... We STOP DESCENDING, just above the cash cart. There
      is silence for a spell, the lights flicker out, then...

      ... the false top of the cart springs open, revealing Yen
      within, folded neatly.",-0.1069444444444444,[ 1.0068952  -0.71351826],[ 1.5082369 -1.7230777]
RUSTY,"Okay: they've put you in the
                   middle of the room, far from
                   everything. You have to get from
                   here to the door without touching
                   the floor. What do you do?

      A WIDER ANGLE reveals we're...",0.275,[ 1.2922012 -0.9281056],[ 1.6410786 -1.679543 ]
FRANK,Fin says he shorts it.,0.0,[0.14850812 0.39990813],[ 1.4001108 -1.3865612]
LIVINGSTON,"Make it a sawbuck.

      From a dead squat, Yen leaps, hands first, from the cash
      cart to a ledge five yards away, and grips it safely with
      both hands without touching the floor. From this
      position, he'll inch his way to a counter, then, to the
      door...

      Frank pays up. Behind him, a DOOR SLAMS, and he turns to
      see Basher, at last. Sniffing the air, he double-takes
      -- Basher's covered head-to-toe in sewage.",0.1083333333333333,[ 1.6751734 -1.1956848],[ 1.3960861 -1.7105039]
BASHER,"(and he's not happy)
                   We're in deep shit.",-0.2,[-0.09560689  0.59204936],[ 1.6964327 -1.6798464]
BASHER,"The damn demo crew didn't use a
                   coaxial lynch to back the
                   mainline! Onioned the mainframe
                   couplet!

      Reuben leans into Livingston...",0.0,[-0.2058532  0.3430056],[ 1.7209278 -1.8486738]
LIVINGSTON,I'll explain later.,0.0,[ 1.045541   -0.31333533],[ 1.2891613 -1.0818211]
BASHER,"Blew the backup grid one by one!
                   Like dominoes!",0.0,[-0.3942536   0.74912804],[ 1.663376  -1.6798817]
DANNY,"(as he hardly
                           understands
                           this either)
                   Basher. What happened?",-0.2916666666666667,[ 1.1461259  -0.68145645],[ 1.839851  -1.9635385]
DANNY,So...,0.0,[ 0.740791   -0.14651547],[ 1.3507608 -1.2897704]
BASHER,"So unless we decide to do this job
                   in Reno, we're screwed.

      Danny rises and paces, frustrated.      He's come too far for
      things to go awry now.",-0.3,[-0.00366398  0.21556333],[ 1.5931903 -1.5440305]
RUSTY,We could --,0.0,[ 1.413043   -0.71431786],[ 1.467746  -1.4081389]
DANNY,"By tomorrow?

       Danny keeps pacing; Rusty hangs his head and thinks;
       Basher dries his hair.",0.0,[ 0.33770087 -0.1165382 ],[ 1.8149629 -1.8328032]
BASHER,"(an idea occurs
                            to him)
                    We could use a pinch.

       Danny stops; Rusty looks up.",0.0,[ 0.635712   -0.29093775],[ 1.7900416 -1.9198836]
DANNY,What -- is a pinch?,0.0,[ 2.0486894 -1.2516819],[ 1.504779  -1.4962119]
RUSTY,For how long?,-0.05,[ 1.9758887 -1.1340284],[ 1.4833504 -1.4153731]
BASHER,About ten seconds.,0.0,[0.07955167 0.5466118 ],[ 1.4838277 -1.3269933]
DANNY,"Could a pinch take out the power
                    of an entire city? Like, I
                    don't...",0.0,[ 1.039308  -0.6872119],[ 1.6070004 -1.6790663]
BASHER,"Las Vegas?
                           (beat)
                    But there's only one pinch in the
                    world big enough to handle it.

       Danny and Rusty trade a look:        They have their answer.",0.0,[ 1.0103539 -0.5519551],[ 1.5389391 -1.6368905]
DANNY,Where?,0.0,[ 1.9808651 -1.024796 ],[ 1.1707782 -1.1646423]
BASHER,"(a beat, then balefully)
                    Pasadena.",0.0,[0.23474282 0.19085324],[ 1.6871338 -1.6813709]
DANNY,"(to Basher and Yen)
                    You two ready?

       They nod and, with Danny, start out the van's rear door.
       Linus starts to follow but...",0.2,[ 1.0168622 -0.5809524],[ 1.7047111 -1.792504 ]
DANNY,What are you doing?,0.0,[ 2.013884  -1.2099693],[ 1.7089423 -1.7421534]
LINUS,"Coming with you.

       Danny smiles and shakes his head.",0.0,[-0.34556612  0.57205534],[ 1.8814822 -1.8930185]
LINUS,"(furious)
                    But...",0.0,[0.1933415  0.20835435],[ 1.806642  -1.8248378]
VIRGIL,Are you a man?,0.0,[ 1.9291253 -1.1941799],[ 1.4765253 -1.4493996]
TURK,Yes.    Nineteen.,0.0,[-1.4642493  1.737794 ],[ 1.5590004 -1.4278318]
VIRGIL,Are you alive?,0.1,[ 2.1266603 -1.3059896],[ 1.7225788 -1.8429245]
TURK,Yes.    Eighteen.,0.0,[-1.4105479  1.6432277],[ 1.7273897 -1.5577685]
VIRGIL,Evel Knievel.,0.0,[ 0.95789367 -0.23547232],[ 1.4861113 -1.5499507]
TURK,"Shit!   Okay, your turn...",0.125,[-1.9495932  2.1230114],[ 1.6298449 -1.5327321]
VIRGIL,Co-sign squared over .0455.,0.0,[ 1.6911238 -0.8367015],[ 1.6245857 -1.6131104]
TURK,No.    Co-sign squared over .0415.,0.0,[0.18504898 0.09713046],[ 1.8836118 -1.8348849]
VIRGIL,.04-five-five.,0.0,[ 1.2957274 -0.5307741],[ 1.3704504 -1.3503605]
TURK,One-five.,0.0,[0.2820449 0.3625225],[ 1.1356235 -1.0770344]
VIRGIL,You're so wrong.,-0.5,[0.32504642 0.4247603 ],[ 1.4060777 -1.2631723]
TURK,"You don't know your string theory,
                   bitch.",0.0,[-0.43823063  0.7712356 ],[0.11732649 0.05786497]
VIRGIL,Mom told me she loves me more.,0.5,[-1.2562766  1.7801813],[ 1.5698068 -1.6616305]
TURK,"She told me she was going to tell
                   you that.",0.0,[-0.8113734  1.0522982],[ 0.8539797 -0.7817196]
DANNY,"We got it.   Let's go.

      Turk floors it, and they're off.",0.0,[0.14948963 0.38502547],[ 1.2099543 -1.1959019]
DANNY,"Wait a minute.

      Turk brakes, and they're not.",0.0,[-0.51715034  0.90490514],[ 1.4898459 -1.5251176]
DANNY,"Where's Linus?

      Everyone realizes:    he's not here.   Just then:

      SIRENS and ALARMS and lights come to life.      Uh-oh.

      Danny spins to look out the back of the van, Basher by
      his side. His eyes scan the compound, then:",0.0,[0.09287493 0.17428765],[ 1.8648452 -1.9136804]
DANNY,There he is.,0.0,[0.27732462 0.29722777],[ 1.1983262 -1.2323015]
BASHER,"(who speaks Danny's mind)
                   Then there'll be two of us who
                   need saving.",0.0,[-0.13600431  0.38190344],[ 1.7050675 -1.7118042]
DANNY,He knows where we are.,0.0,[ 1.0481666 -0.339841 ],[ 1.5343045 -1.5407711]
TURK,"(off Danny's look)
                    What?
                           (then, realizing their
                            goof, to his brother,
                            remonstratively)
                    Would you -- shouldn't someone be
                    behind the wheel?",-0.4,[ 0.9460066 -0.7080277],[ 1.6026493 -1.795944 ]
DANNY,"Alright, back it up, back it up!

       Virgil leaps into the driver's seat, shifts into reverse.",0.0,[-0.18171677  0.3983253 ],[ 1.5604817 -1.7746316]
DANNY,"(appearing from
                            the rear doors)
                    C'mon, c'mon...

       Linus scrambles back over the van, and Danny and Yen pull
       him in. Virgil hits the gas for a quick getaway, but he
       does so before the rear doors are closed, and one of them
       slams shut right on Yen's hand -- CRUNCH!",0.1476190476190476,[ 0.77407116 -0.49162105],[ 1.6223029 -1.7257751]
DANNY,"I say stay in the van, you stay in
                    the van, got it? 'Cause you lose
                    focus for one second in this game,
                    and someone gets hurt.",-0.2,[ 0.52728444 -0.15470347],[ 1.6526204 -1.5433321]
LINUS,"(he's had just
                            about enough of
                            Danny's shit)
                    I got it.

       They continue staring daggers at one another as...",-0.1,[0.2647302  0.18860668],[ 1.5164452 -1.5565912]
TISHKOFF,"Where are they? That's what I
                want to know. Where are they?",0.0,[ 1.3186916  -0.85556173],[ 1.8791399 -1.9779452]
SAUL,"(as Lyman)
                They'll be here.",0.0,[-0.20529647  0.61921144],[ 1.723276 -1.711632]
TISHKOFF,"(to himself, mocking
                        ""Lyman"")
                'They'll be here.' Thanks a lot,
                Fidel.",0.2,[-1.1515121  1.3883246],[ 1.7343483 -1.8865274]
LIVINGSTON,Yikes.,0.0,[0.47102457 0.14998746],[ 1.2757249 -1.2180425]
RUSTY,"You boys have a nice trip?

      Rusty, smiling, looks to Linus, glowering, then to Danny.
      Before Danny can explain the doors part at the Mirador
      Suite, where Livingston greets them urgently.",0.6,[-0.13780214  0.31751588],[ 1.9545819 -2.068412 ]
LIVINGSTON,We have a problem.,0.0,[0.6661096 0.1140551],[ 1.4414859 -1.3599837]
LIVINGSTON,"You've been red-flagged. It means
                   the moment you step on the casino
                   floor, they'll be watching you.
                   Like hawks. Hawks with video
                   cameras.",0.0,[-0.17751734  0.3728096 ],[ 1.4617395 -1.4400665]
DANNY,"This is a problem.

      A pall falls over the room: this is more than a problem,
      this is disastrous. Only SAUL dares make a noise,
      HUMMING and SPLASHING in the next room.",-0.0499999999999999,[ 0.7444961  -0.25726718],[ 1.1699024 -1.259466 ]
RUSTY,Saul:   time to get out.,0.0,[-0.15845864  0.59774256],[ 1.5782887 -1.6180599]
RUSTY,"Now!

      We hear HIM JUMP-TO-IT out of the tub...",0.0,[-0.8770033  1.1807795],[ 1.0170076 -1.1655498]
RUSTY,"(back to Danny)
                   You have any idea how this
                   happened?

      Before Danny can answer...",0.0,[ 0.8028085  -0.33781514],[ 1.7457663 -1.8148812]
LINUS,"I do. He's been chasing
                   Benedict's woman. Got into a real
                   snarl with him two nights ago.
                          (off Danny's look)
                   I was tailing you.",0.2,[ 0.5123169 -0.1910128],[ 1.1715823 -1.1661078]
DANNY,"Who told you to do that?

      Before Linus can answer...",0.0,[-0.04269243  0.37987775],[ 1.0854458 -1.2312495]
RUSTY,"I did.
                          (he and Danny
                           hold a stare)
                   I knew you couldn't leave Tess
                   alone.",0.0,[ 0.9522144  -0.44069114],[ 1.8253497 -1.8541882]
TISHKOFF,Who's Tess?,0.0,[ 2.0648098 -0.9942113],[ 1.1225754 -1.1292336]
DANNY,My wife.,0.0,[0.5938044  0.27809095],[ 0.5590743  -0.46425542]
RUSTY,Ex-wife.,0.0,[0.36013138 0.23636717],[ 0.45674968 -0.33918074]
SAUL,"(appearing in a
                           bathrobe)
                   Tess is here?",0.0,[0.08457151 0.12815034],[ 1.415698  -1.5673393]
RUSTY,"(eyes still on
                           Danny)
                   I'm sorry. I didn't know if it
                   would sting you, but it did.
                          (the most difficult
                           words he's ever
                           had to say)
                   You're out, Danny.",-0.1666666666666666,[ 1.3583099 -0.8160811],[ 1.7812487 -1.8014127]
TISHKOFF,He's out?!,0.0,[0.51741296 0.12105034],[ 1.488888  -1.4935893]
RUSTY,"It's that or we shut down right
                   now. His involvement puts us all
                   at risk.

      Danny and Rusty face off, furious with each other.",0.0017195767195767,[0.33357224 0.06352354],[ 1.3144115 -1.4186286]
DANNY,This isn't your call.,0.0,[ 1.2435218 -0.5748764],[ 1.5826796 -1.4026555]
RUSTY,"You made it my call. When you put
                   her ahead of us. You made it mine.",0.0,[ 0.85736465 -0.23824957],[ 1.3370543 -1.3562206]
DANNY,This is my job.,0.0,[-0.64256614  0.98565865],[ 1.4761952 -1.3142647]
RUSTY,"Not anymore.

      Danny stares daggers at Rusty. But he can see: everyone
      in the room is on Rusty's side. Defeated, he stalks out
      of the room, onto a balcony, but not without staring down
      Linus.",-0.1555555555555555,[ 1.2030321 -0.7145951],[ 1.6085802 -1.7112049]
TISHKOFF,"But, but... he can't just be out.
                   Who's gonna take his place?

      Rusty turns to Linus.",0.0,[ 1.0034723  -0.47332266],[ 1.6142118 -1.7572082]
RUSTY,"Kid, you up for it?

      Linus's eyes drift to Danny outside -- whatever acrimony
      he felt before, he never meant to kick Danny off the job.
      He nods, half-cocksure/half-scared-pissless: he's up for
      it.",0.0,[ 1.3648068 -0.8429164],[ 1.7646278 -1.8579267]
RUSTY,"(to Livingston)
                   Find everyone else. Let 'em know
                   the change in plan. Curtain goes
                   up at seven.

      Livingston exits. Everyone else in the room staggers
      about, like witnesses after an execution. Rusty steps
      out onto the balcony, perhaps to console Danny, but (as
      Linus watches them from inside) their words cannot be
      heard.",0.0,[ 1.3219587 -0.9147898],[ 1.8297598 -1.8963772]
SAUL,"Tess is with Benedict now?
                          (as nobody responds)
                   She's too tall for him.",0.0,[-0.08698664  0.38564906],[ 0.81713206 -0.8146857 ]
BENEDICT,"(on phone)
                   Yes. Yes. No. Very much no.
                          (beat)
                   Then inform Mr. Levin he'll find a
                   better view of the fight in front
                   of his television. Surely he must
                   have H.B.O.

      Hanging up, Benedict approaches her, puts his hands on
      her shoulders...",0.3076923076923077,[ 1.017088   -0.80426216],[ 1.9013168 -1.9802483]
BENEDICT,What are you thinking about?,0.0,[ 2.2264636 -1.3618613],[ 1.932427  -1.9447452]
TESS,"You.

      She smiles at him in the mirror.    His glance in it,
      turns from her to himself.",0.0,[-0.32122388  0.49281296],[ 1.449757  -1.5072502]
BENEDICT,Any sign of Ocean?,0.0,[ 2.2666402 -1.2659308],[ 1.5059532 -1.6401929]
BENEDICT,"(shakes his head)
                Put a guy on him. He's here for a
                reason. I'd like to know what it
                is. But if he comes anywhere near
                Tess, take it to the next level.",0.05,[ 1.1437972 -0.6829591],[ 1.3679564 -1.4770606]
SAUL,Mr. Benedict.,0.0,[0.40170342 0.27406684],[ 1.421946  -1.4774905]
BENEDICT,"Mr. Zerga. It's a very busy night
                for me. Are we on schedule?",0.13,[ 1.2681065 -0.9433419],[ 2.1132758 -2.0707517]
SAUL,"I have no reason to suspect
                otherwise. My couriers should be
                here momentarily.

      A beat as Benedict studies Saul.",0.0,[ 0.7305599 -0.4537647],[ 1.5180842 -1.6352053]
BENEDICT,"It's a nice evening. Shall we
                wait outside?",0.3,[ 0.9832208 -0.7110326],[ 1.6268189 -1.7204891]
TURK,"Mr. Zerga.   A gift from Mr. Hesse.

      Turk extends the briefcase to Saul, so that they both
      clasp the handle, as Virgil produces a key, unlocks the
      cuff on Turk's wrist, transfers it to Saul's, clamps it
      shut, and hands Saul the key.",0.0,[ 0.8597926 -0.5448882],[ 1.4690673 -1.830385 ]
SAUL,"Thank you, Friedrich, Gunther.

      He turns, nods to Benedict, and they retreat into the
      hotel, the security guards and Malloys flanking them.",0.0,[-0.54481786  0.710004  ],[ 1.6710807 -1.7988993]
FRANK,"(as he busts)
                Lookin' like a bad night for the
                house.

      MOVING WITH Benedict as he spies out of the corner of his
      eye Danny, lurking at a slot machine. To one of his
      guards...",-0.6999999999999998,[ 0.6213141 -0.3989884],[ 1.6822563 -1.8514642]
BENEDICT,"Find Mr. Walsh. Tell him Mr.
                Ocean's in the west slots.",0.0,[0.13407835 0.05954108],[ 1.6644503 -1.8032086]
BENEDICT,"I'm afraid I can't allow my
                   private security personnel
                   inside the casino cages. I hope
                   you don't mind...",-0.3,[ 0.5682964 -0.3108838],[ 1.29289   -1.3889056]
SAUL,"Of course not.

      Saul turns to dismiss Virgil and Turk when...

      ... passing by, on his way to a sports betting window, an
      old RACETRACK DENIZEN happens past this cabal and, worse
      yet, happens to recognize Saul.",-0.1833333333333333,[-0.3996533  0.4315401],[ 1.2929997 -1.5022968]
SAUL,"Friedrich, Gunther.

      An order: dispose of this man. Virgil and Turk pick up
      the Denizen by his elbows and haul him away.",0.0,[ 1.2183348  -0.70613426],[ 1.1592255 -1.4027513]
SAUL,"Mr. Benedict...
                          (gesturing to the
                           cage; re: his
                           briefcase-cuff)
                   Please: I have never enjoyed the
                   touch of steel to my skin.

      They proceed.",-0.25,[ 1.0394353 -0.7349685],[ 1.5799752 -1.8221551]
DANNY,"Pops, you won.

       ... then slips away.",0.0,[-0.88634735  1.1831857 ],[ 1.7645875 -1.6252388]
RUSTY,"Where you gonna put your hands?

       Linus clasps them.",0.0,[ 0.5607052 -0.1505481],[ 1.3134042 -1.4398013]
RUSTY,"No...

       Linus goes for his pockets.",0.0,[-0.6733691  0.7753789],[ 1.3825357 -1.5317577]
RUSTY,"Not the pockets, either. And
                    don't touch your tie. Look at
                    me...

       Linus does.",0.0,[ 1.0714709 -0.7942394],[ 1.3320987 -1.5234829]
RUSTY,"That how you gonna stand?

       Linus shifts his balance.",0.0,[-0.21123105  0.6384566 ],[ 1.6606165 -1.7826731]
RUSTY,"Wrong again. I ask you a
                    question, you have to think of the
                    answer, where you gonna look?

       Linus looks down.",-0.3277777777777778,[ 1.148168  -0.8605865],[ 1.850458  -1.9659332]
RUSTY,"Death. You look down, they know
                    you're lying --

       Linus looks up.",-0.1555555555555555,[-0.04672396  0.25671026],[ 1.4552684 -1.5795264]
RUSTY,"-- and up they know you don't know
                    the truth. Don't use three words
                    when one will do, don't shift your
                    eyes, look always at your mark but
                    don't stare, be specific but not
                    memorable, funny but don't make
                    him laugh, he's gotta like you
                    then forget you the moment you've
                    left his sight, and for God's
                    sakes whatever you do, don't under
                    any circumstances --",0.06,[ 1.3281425 -0.9982594],[ 1.8582754 -1.9076766]
RUSTY,"(wandering off)
                    Sure thing.

       Linus is left utterly bewildered, a thousand commandments
       to remember and fifteen minutes to remember them in.",0.1666666666666666,[ 0.79063565 -0.38402277],[ 1.6624651 -1.830839 ]
BENEDICT,"They're very beautiful.   A gift.

      Saul stares at him:     none of your fucking business.",0.2,[-0.5401816  0.7404569],[ 0.78944063 -0.8409269 ]
BENEDICT,"Can you lift them out, please?

      Saul lifts the velvet tray out of the case, and Benedict
      pats down the case's interior. Saul replaces the tray.",-0.1555555555555555,[ 0.99215895 -0.48225477],[ 1.7203971 -1.8919562]
BENEDICT,"Alright, Mr. Zerga. I acknowledge
                   that the case does not contain any
                   dangerous or illicit material. I
                   further agree to take custody of
                   your case for a twenty-four hour
                   period to store in our secured
                   vault. While I cannot permit you
                   to accompany the case to the
                   vault...",-0.3,[ 1.3003421 -1.0395912],[ 1.6799592 -1.8459939]
SAUL,Why not?,0.0,[ 1.9193989 -1.1547934],[ 1.094062  -1.0516711]
BENEDICT,"Insurance, for one. Security,
                   another. And I don't trust you.

      There is a KNOCK at the door, and Walsh the casino
      manager enters. He speaks low in Benedict's ear.",0.0,[ 0.7998573  -0.48580018],[ 1.4732538 -1.6681448]
BENEDICT,"Mr. Zerga, this is Mr. Walsh, my
                   casino manager. If you will allow,
                   he will arrange for your briefcase
                   to be stored inside our vault while
                   you watch on a security monitor.
                          (beat)
                   Those are my terms. Yes or no?

      Saul and Benedict eyeball each other.",-0.125,[ 0.873534   -0.72196555],[ 1.7029582 -1.961187 ]
SAUL,"You leave me no choice.

      Saul unlocks the cuff from his wrist.",0.0,[0.21210499 0.20214546],[ 1.4253718 -1.6053365]
LINUS,"(breathes deep)
                Thanks.",0.1,[-0.5215062   0.89909077],[ 1.8139192 -1.8055016]
TURK,"Who ordered the penne?

      Livingston raises a hand, and as Turk serves him his
      plate, Virgil whips off the cart's tablecloth:
      underneath it's the false-lid cash cart. Rusty turns to
      a corner.",0.0,[ 0.9973689  -0.58975935],[ 1.5261792 -1.7468281]
RUSTY,"You ready?

      In it, Yen finishes bandaging his busted hand and nods.",0.2,[0.3691814  0.02939025],[ 1.9827352 -2.0163949]
WALSH,"This is our security center, where
                   we oversee all gaming in the
                   casino as well as our vault.
                   You'll be able to monitor your
                   briefcase from here.

      Walsh, finding Fat and Slim as they are, coughs; the two
      watchers leap immediately to their feet. Benedict checks
      his watch.",0.2,[ 0.18886888 -0.04915112],[ 1.7091414 -1.8371216]
SAUL,Don't let me keep you.,0.0,[ 1.6640718 -0.8373725],[ 1.3128039 -1.2725754]
BENEDICT,"Mr. Zerga...

      And Benedict takes his leave...",0.0,[-1.039735   1.2295139],[ 1.7657    -1.7868992]
RUSTY,Linus... you're up.,0.0,[ 0.7238733  -0.09667736],[ 1.4428757 -1.5191556]
LINUS,"Deep breaths, deep breaths.

      ... and here comes Benedict, exiting the cage just as his
      assistant arrives with his portfolio. As he turns toward
      the restaurant...",0.0,[-0.3439123  0.4724396],[ 1.8115869 -1.9491702]
LINUS,Mr. Benedict...,0.0,[ 0.8668521  -0.19460386],[ 1.7542614 -1.7757657]
BENEDICT,Yes?,0.0,[ 1.4607874  -0.62893206],[ 1.1038216 -1.0922269]
LINUS,"(presents proper
                           identification)
                   Sheldon Wills. Nevada Gaming
                   Commission. Could I have two
                   minutes of your time?

      Benedict sighs -- his evening's been sidetracked enough
      already -- but...",0.0,[ 1.1185523 -0.7884295],[ 2.0135672 -2.1961744]
BENEDICT,Of course.   Anything for the,0.0,[-1.9177712  2.1237283],[ 1.3069866 -1.2648029]
RUSTY,"Okay: when do you make the
                   deposit?",0.5,[ 0.55922    -0.28870344],[ 1.8185036 -1.9530627]
TURK,Not until we get your signal.,0.0,[0.6589024  0.14678362],[ 1.5586642 -1.4780457]
VIRGIL,"Hey. What do we look like: a
                   couple of peckerwood jackasses or
                   something?

      No one responds.",-0.5,[ 0.873174  -0.5330785],[ 1.3747145 -1.4653449]
RUSTY,"(turning his attention
                            to Yen, squeezed into
                            the cart)
                   Amazing: how's it feel? You
                   alright?
                          (as Yen nods)
                   Want something to read? Magazine?

      From the tangle of limbs, a middle finger protrudes to
      show Rusty what he can do with a magazine.",0.3,[ 1.1883491 -0.8361104],[ 1.6114968 -1.8876077]
RUSTY,"Okay. I'm counting down.    Thirty
                   minutes of breathing time
                   starts... now.

      On ""now"" a RUNNING CLOCK APPEARS ON-SCREEN, descending
      from 29:59. It will REMAIN there for the duration of the
      pre-pinch heist, jumping at times BETWEEN SCENES.

      Rusty seals Yen inside the cash cart, then gives the top
      a tug: it's shut tight. As Virgil redresses it with the
      tablecloth, Turk snatches back Livingston's penne on the
      way to the door.",0.1331746031746031,[ 1.1524984  -0.84419817],[ 1.5183882 -1.70493  ]
LIVINGSTON,You get no tip.,0.0,[ 1.0722787  -0.51100427],[ 1.3518828 -1.2975676]
LINUS,"It only came to our attention this
                morning, Mr. Benedict. Apparently
                he has a record longer than my
                arm.",0.025,[ 0.18823378 -0.01866764],[ 1.7532656 -1.8711677]
BENEDICT,"If he is who you say he is.
                          (hailing a PIT BOSS)
                   Charlie. Call over Ramon
                   Escalante.",0.0,[ 0.73992646 -0.37437657],[ 1.7835346 -1.942971 ]
RUSTY,Did you make it out?,0.0,[ 2.16641 -1.21219],[ 1.9267391 -1.8100243]
LIVINGSTON,"His head blocked the last two
                   numbers.
                          (into his microphone)
                   We missed it, Linus. You gotta
                   grab the combination yourself.",0.0,[ 0.7245118  -0.34300527],[ 1.803317  -1.8516192]
BENEDICT,You new at the commission?,0.1363636363636363,[ 1.7461687 -0.9251156],[ 2.1717823 -2.0875032]
LINUS,Been there about two years.,0.0,[0.41407132 0.15900522],[ 1.8299805 -1.7571335]
BENEDICT,"I know Hal Lindley over there.
                   You work with him at all?",0.0,[ 0.27523863 -0.20094272],[ 1.9422826 -1.9303795]
LINUS,"(a pause; will he
                           pass?)
                   Not since he died last year.

      He passes.    The Pit Boss returns with Frank in tow.",0.0,[ 0.9428629 -0.5184078],[ 1.7509567 -1.9428823]
BENEDICT,"Mr. Escalante. Would you come
                   with us, please?",0.0,[ 0.9176058 -0.4709507],[ 1.9338558 -2.0087335]
FRANK,What's this about?,0.0,[ 2.054613  -1.1941824],[ 1.3868017 -1.4469051]
BENEDICT,"I think it's better if we talked
                   off the floor.

      Linus and Benedict lead Frank away.       As they pass an
      elevator...

      ... its doors open, revealing Turk and Virgil, dressed
      now as security guards, pushing out the false-lid cash
      cart. They leave behind a pile of dishes, waiter
      uniforms, a tablecloth.",0.0333333333333333,[0.20367375 0.01507458],[ 1.5118448 -1.6908693]
TISHKOFF,"Good evening, Marcel. My nieces
                   and I would like a table.
                   Something quiet before the fight.",0.35,[ 0.5500696  -0.21261325],[ 1.6194636 -1.6329709]
TISHKOFF,"Quick as you can.
                          (re: the girls)
                   The meter's running here.

      The Maitre d' turns to his next customer:         Tess.   She, of
      course, merits a table instantly.",0.1111111111111111,[ 0.43783915 -0.17085117],[ 1.1656879 -1.264985 ]
DANNY,"Try to keep your tongue in your
                   mouth.",0.0,[-0.01350739  0.39129347],[ 1.1174546  -0.96656483]
TISHKOFF,"(shocked to see Danny;
                           thinks he's off the
                           job, but covering)
                   Yeah, pal, well only if you take
                   your thumb out of your...

      ... Reuben gets brushed from behind by the two
      Plainclothes Goons following Danny.",-0.22,[-0.04047915  0.1977041 ],[ 1.6284167 -1.7593942]
TISHKOFF,"(outraged)
                   Hey: you have any idea who I
                   think I am?",-0.9,[ 1.0984389  -0.73216796],[ 2.0054572 -2.078019 ]
TESS,Danny:    No.,0.0,[-0.05845391  0.5307685 ],[ 1.7298268 -1.6340158]
DANNY,I'll just be a moment.,0.0,[ 1.3069111  -0.39161754],[ 1.8381497 -1.7296704]
TESS,"I'm having you thrown out of
                   here.

      She starts past him; he grabs her arm to keep her, and
      she wheels on him.",-0.25,[0.3505913  0.05597331],[ 0.6423236  -0.77494216]
TESS,"You're up to something, Danny.
                   What? And don't say you came here
                   for me. You're pulling a job,
                   aren't you?",0.0,[-0.59721345  0.5462233 ],[ 1.5570623 -1.5442911]
DANNY,Tess...,0.0,[ 1.3552238  -0.49990186],[ 1.1777967 -1.1181184]
TESS,"Well, know this: no matter what
                   it is, you won't win me back. I
                   can't afford it.",0.4,[ 1.2374774  -0.66043425],[ 1.1961066 -1.2651767]
DANNY,I just came to say good-bye.,0.0,[ 1.2469866  -0.47785214],[ 1.5576929 -1.4094948]
TESS,Oh... then... good-bye.,0.0,[0.1023912  0.44574246],[ 1.3385938 -1.2344843]
DANNY,"Good-bye.

      Danny starts for her cheek, stops to see if it's alright
      with her -- she, sad-eyed, does not recoil -- and then
      gently kisses it...",0.2,[ 0.9851962  -0.66358924],[ 1.853823  -1.9047577]
DANNY,"Be good.

      Danny leaves her.       Tess watches him go.",0.7,[-0.01020424  0.33589503],[ 1.5865977 -1.6321167]
TESS,"(already missing him)
                   Good-bye, Danny.",-0.2,[ 0.6742522  -0.06314731],[ 2.0113125 -1.9460689]
DANNY,"(resignedly, these men
                           are much too big to
                           tangle with)
                   I thought he might.

      The Plainclothes Goons escort Danny away, right past
      Reuben who frowns, concerned.",0.0589285714285714,[ 0.7328115  -0.39038107],[ 1.4067446 -1.5035435]
LINUS,"Thank you for your cooperation,
                   Mr. Escalante.
                          (as Frank nods,
                           not at all)
                   Or should I call you Mr. Catton?",0.0,[0.31159648 0.00735451],[ 2.0976703 -2.230381 ]
LINUS,"You are Frank Catton? Formerly of
                   the Tropicana, the Desert Inn and
                   the New York State penitentiary
                   system?",0.0681818181818181,[ 0.34917277 -0.05805974],[ 2.0268042 -2.154517 ]
FRANK,"(under his breath)
                   Goddamn cracker...",0.0,[0.29098067 0.06354275],[ 1.4285641 -1.5116483]
LINUS,"(a pause; he can't
                           believe he just
                           heard that)
                   Pardon me.",0.0,[0.11229153 0.28779915],[ 1.7839481 -1.7706991]
FRANK,"(leering at Linus,
                           simmering)
                   You heard me. Just 'cause a black
                   man tries to earn a decent wage in
                   this state...",-0.0333333333333333,[-0.52240294  0.6914594 ],[ 1.4188273 -1.4430138]
LINUS,That has nothing to do with...,0.0,[ 1.4534627 -0.8826651],[ 1.5914383 -1.5933858]
FRANK,"(over him, ranting)
                   ... some cracker cowboy like you's
                   gotta kick him out on the street.
                   Want me to jump down, turn around,
                   pick a bale of cotton, won't let
                   me deal cards, might as well call
                   it whitejack.",-0.1555555555555555,[ 1.2294853  -0.88182163],[ 1.1618029 -1.3834829]
LINUS,"(a beat, then)
                   I resent your implication that
                   race has anything to do with this.
                          (to Benedict)
                   Now, as I was saying, the Nevada
                   Gaming Commission strictly forbids
                   the employment of the colored...
                          (whoops)
                   ... I mean...

      That does it: Frank attacks Linus, lunging at the man,
      and as Benedict steps in to separate the two...",-0.3125,[ 0.5995427 -0.3386685],[ 1.3968502 -1.6135472]
FRANK,"Okay, okay, I'm cool.",0.45,[-0.9118636  1.2990235],[ 1.3760577 -1.3217752]
